Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/ner,13843,0,180.0,246.95514962071778,133.13249999919208,4498.856199999864,288.95759589684315,23.056424876142284,0.0,180,280,320,340,370,410,570,910,1300,4400,4500
,Aggregated,13843,0,180.0,246.95514962071778,133.13249999919208,4498.856199999864,288.95759589684315,23.056424876142284,0.0,180,280,320,340,370,410,570,910,1300,4400,4500
